PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic
chr7	135412738	135412884	PE_1_of_1_in_NM_001190850.2_intron_5_0_chr7_135410649_r	NMD_in	CNOT4	CNOT4, NOT4	chr7	135410648	135413487	NM_001190850.2_intron_5_0_chr7_135410649_r	604911	NA	NA	NA	NA
chr7	135598797	135598896	PE_1_of_1_in_NM_015135.3_intron_14_0_chr7_135598208_f	NMD_in	NUP205	NUP205, C7orf14, KIAA0225, NPHS13	chr7	135598207	135600869	NM_015135.3_intron_14_0_chr7_135598208_f	614352	?Nephrotic syndrome, type 13, 616893 (3), Autosomal recessive	NA	NA	NA
chr7	137446454	137446791	PE_1_of_1_in_NM_001321708.2_intron_5_0_chr7_137444103_r	NMD_in	DGKI	DGKI	chr7	137444102	137463488	NM_001321708.2_intron_5_0_chr7_137444103_r	604072	NA	NA	NA	NA
chr7	139141907	139142100	PE_1_of_1_in_NM_024926.4_intron_3_0_chr7_139140005_f	NMD_in	TTC26	TTC26, IFT56, BRENS	chr7	139140004	139142255	NM_024926.4_intron_3_0_chr7_139140005_f	617453	Biliary, renal, neurologic, and skeletal syndrome, 619534 (3), Autosomal recessive	NA	NA	NA
chr7	139363176	139363259	PE_1_of_1_in_NM_016019.5_intron_0_0_chr7_139360323_f	NMD_in	LUC7L2	LUC7L2	chr7	139360322	139376061	NM_016019.5_intron_0_0_chr7_139360323_f	613056	NA	NA	NA	NA
chr7	143300380	143300440	PE_1_of_1_in_NM_032982.4_intron_7_0_chr7_143300295_f	NMD_in	CASP2	CASP2, NEDD2, ICH1	chr7	143300294	143303783	NM_032982.4_intron_7_0_chr7_143300295_f	600639	NA	NA	NA	NA
chr7	148782306	148782567	PE_1_of_1_in_NM_003592.3_intron_8_0_chr7_148767750_f	NMD_in	CUL1	CUL1	chr7	148767749	148783782	NM_003592.3_intron_8_0_chr7_148767750_f	603134	NA	NA	NA	NA
chr7	148818978	148819059	PE_1_of_1_in_NM_004456.5_intron_10_0_chr7_148818118_r	NMD_in	EZH2	EZH2, EZH1, WVS	chr7	148818117	148819595	NM_004456.5_intron_10_0_chr7_148818118_r	601573	Weaver syndrome, 277590 (3), Autosomal dominant	NA	NA	NA
chr7	149459667	149459721	PE_1_of_1_in_NM_015694.3_intron_4_0_chr7_149456038_r	NMD_in	ZNF777	ZNF777	chr7	149456037	149460814	NM_015694.3_intron_4_0_chr7_149456038_r	619298	NA	NA	NA	NA
chr7	151122725	151122795	PE_1_of_1_in_NM_031946.7_intron_7_0_chr7_151120146_f	NMD_in	AGAP3	AGAP3, CENTG3, CRAG	chr7	151120145	151123793	NM_031946.7_intron_7_0_chr7_151120146_f	616813	NA	NA	NA	NA
chr7	151566573	151566699	PE_1_of_1_in_NM_016203.4_intron_4_0_chr7_151565886_r	NMD_in	PRKAG2	PRKAG2, WPWS, CMH6	chr7	151565885	151568715	NM_016203.4_intron_4_0_chr7_151565886_r	602743	Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant	NA	NA	NA
chr7	151814416	151814643	PE_1_of_1_in_NM_016203.4_intron_14_0_chr7_151786542_r	NMD_in	PRKAG2	PRKAG2, WPWS, CMH6	chr7	151786541	151876506	NM_016203.4_intron_14_0_chr7_151786542_r	602743	Glycogen storage disease of heart, lethal congenital, 261740 (3), Autosomal dominant; Wolff-Parkinson-White syndrome, 194200 (3), Autosomal dominant; Cardiomyopathy, hypertrophic 6, 600858 (3), Autosomal dominant	NA	NA	NA
chr7	152168567	152168589	PE_1_of_1_in_NM_170606.3_intron_17_0_chr7_152167379_r	NMD_in	KMT2C	KMT2C, MLL3, KIAA1506, KLEFS2	chr7	152167378	152169185	NM_170606.3_intron_17_0_chr7_152167379_r	606833	Kleefstra syndrome 2, 617768 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr7	159142638	159142692	PE_1_of_1_in_NM_003382.5_intron_11_0_chr7_159142546_r	NMD_in	VIPR2	VIPR2	chr7	159142545	159144720	NM_003382.5_intron_11_0_chr7_159142546_r	601970	NA	NA	NA	NA
chr8	8790323	8790548	PE_1_of_1_in_NM_004225.3_intron_0_0_chr8_8786056_r	NMD_in	MFHAS1	MFHAS1, MASL1	chr8	8786055	8797364	NM_004225.3_intron_0_0_chr8_8786056_r	605352	Malignant fibrous histiocytoma, 605352 (2)	NA	NA	NA
chr8	9686211	9686379	PE_1_of_1_in_NM_003747.3_intron_4_0_chr8_9680801_f	NMD_in	TNKS	TNKS, TNKS1	chr8	9680800	9704662	NM_003747.3_intron_4_0_chr8_9680801_f	603303	NA	NA	NA	NA
chr8	9705308	9705411	PE_1_of_1_in_NM_003747.3_intron_5_0_chr8_9704758_f	NMD_in	TNKS	TNKS, TNKS1	chr8	9704757	9706186	NM_003747.3_intron_5_0_chr8_9704758_f	603303	NA	NA	NA	NA
chr8	10316707	10316928	PE_1_of_1_in_NM_012331.5_intron_3_0_chr8_10301639_f	NMD_in	MSRA	MSRA	chr8	10301638	10319882	NM_012331.5_intron_3_0_chr8_10301639_f	601250	NA	Genetic Association, Functional	3	0
chr8	17065743	17065873	PE_1_of_1_in_NM_181723.3_intron_1_0_chr8_17064238_f	NMD_in	MICU3	MICU3, EFHA2	chr8	17064237	17069687	NM_181723.3_intron_1_0_chr8_17064238_f	610633	NA	NA	NA	NA
chr8	17554946	17555082	PE_1_of_1_in_NM_001370338.1_intron_7_0_chr8_17554700_f	NMD_in	SLC7A2	SLC7A2, ATRC2, HCAT2	chr8	17554699	17558294	NM_001370338.1_intron_7_0_chr8_17554700_f	601872	NA	NA	NA	NA
chr8	18078479	18078628	PE_1_of_1_in_NM_177924.5_intron_12_0_chr8_18075588_r	NMD_in	ASAH1	ASAH1, AC, SMAPME	chr8	18075587	18083980	NM_177924.5_intron_12_0_chr8_18075588_r	613468	Spinal muscular atrophy with progressive myoclonic epilepsy, 159950 (3), Autosomal recessive; Farber lipogranulomatosis, 228000 (3), Autosomal recessive	NA	NA	NA
chr8	18683986	18684153	PE_1_of_1_in_NM_015310.4_intron_6_0_chr8_18655686_r	NMD_in	PSD3	PSD3, HCA67, EFA6R	chr8	18655685	18765448	NM_015310.4_intron_6_0_chr8_18655686_r	614440	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr8	21988722	21988832	PE_1_of_1_in_NM_015024.5_intron_14_0_chr8_21987858_f	NMD_in	XPO7	XPO7, RANBP16, KIAA0745	chr8	21987857	21989002	NM_015024.5_intron_14_0_chr8_21987858_f	606140	NA	NA	NA	NA
chr8	22069625	22069742	PE_1_of_1_in_NM_001387751.1_intron_5_0_chr8_22069519_f	NMD_in	DMTN	EPB49, DMT	chr8	22069518	22069880	NM_001387751.1_intron_5_0_chr8_22069519_f	125305	NA	NA	NA	NA
chr8	22108774	22108899	PE_1_of_1_in_NM_024815.4_intron_1_0_chr8_22108347_r	NMD_in	NUDT18	NUDT18, MTH3	chr8	22108346	22109138	NM_024815.4_intron_1_0_chr8_22108347_r	615791	NA	NA	NA	NA
chr8	25439777	25439791	PE_1_of_1_in_NM_017634.4_intron_7_0_chr8_25439665_r	NMD_in	KCTD9	KCTD9, BTBD27	chr8	25439664	25440576	NM_017634.4_intron_7_0_chr8_25439665_r	617265	NA	NA	NA	NA
chr8	26339902	26339972	PE_1_of_1_in_NM_002717.4_intron_2_0_chr8_26338988_f	NMD_in	PPP2R2A	PPP2R2A	chr8	26338987	26354467	NM_002717.4_intron_2_0_chr8_26338988_f	604941	NA	NA	NA	NA
chr8	27609665	27609817	PE_1_of_1_in_NM_001831.4_intron_6_0_chr8_27609087_r	NMD_in	CLU	CLU, CLI, SGP2, TRPM2	chr8	27609086	27610474	NM_001831.4_intron_6_0_chr8_27609087_r	185430	NA	NA	NA	NA
chr8	28112854	28112888	PE_1_of_1_in_NM_018091.6_intron_5_0_chr8_28110439_f	NMD_in	ELP3	ELP3, KAT9	chr8	28110438	28113018	NM_018091.6_intron_5_0_chr8_28110439_f	612722	NA	NA	NA	NA
chr8	29050152	29050252	PE_1_of_1_in_NM_001135726.3_intron_8_0_chr8_29049049_f	NMD_in	HMBOX1	HMBOX1, TAH1, PBHNF	chr8	29049048	29051017	NM_001135726.3_intron_8_0_chr8_29049049_f	618610	NA	NA	NA	NA
chr8	30478919	30478972	PE_1_of_1_in_NM_001008710.3_intron_2_0_chr8_30477838_f	NMD_in	RBPMS	RBPMS	chr8	30477837	30479314	NM_001008710.3_intron_2_0_chr8_30477838_f	601558	NA	NA	NA	NA
chr8	30556657	30556793	PE_1_of_1_in_NM_001008710.3_intron_5_0_chr8_30544625_f	NMD_in	RBPMS	RBPMS	chr8	30544624	30558886	NM_001008710.3_intron_5_0_chr8_30544625_f	601558	NA	NA	NA	NA
chr8	37814656	37814762	PE_1_of_1_in_NM_032777.10_intron_0_0_chr8_37797535_f	NMD_in	ADGRA2	ADGRA2, GPR124, TEM5, KIAA1531	chr8	37797534	37814895	NM_032777.10_intron_0_0_chr8_37797535_f	606823	NA	NA	NA	NA
chr8	38253295	38253467	PE_1_of_1_in_NM_015214.3_intron_14_0_chr8_38253128_f	NMD_in	DDHD2	DDHD2, KIAA0725, SPG54	chr8	38253127	38253555	NM_015214.3_intron_14_0_chr8_38253128_f	615003	Spastic paraplegia 54, autosomal recessive, 615033 (3), Autosomal recessive	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr8	38423024	38423174	PE_1_of_1_in_NM_023110.3_intron_10_0_chr8_38421942_r	NMD_in	FGFR1	FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL	chr8	38421941	38424508	NM_023110.3_intron_10_0_chr8_38421942_r	136350	Pfeiffer syndrome, 101600 (3), Autosomal dominant; Hypogonadotropic hypogonadism 2 with or without anosmia, 147950 (3), Autosomal dominant; Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; Hartsfield syndrome, 615465 (3), Autosomal dominant; Trigonocephaly 1, 190440 (3), Autosomal dominant; Osteoglophonic dysplasia, 166250 (3), Autosomal dominant; Encephalocraniocutaneous lipomatosis, somatic mosaic, 613001 (3)	Genetic Association	2	0
chr8	41673466	41673581	PE_1_of_1_in_NM_000037.4_intron_5_0_chr8_41672913_r	NMD_in	ANK1	ANK1, SPH1	chr8	41672912	41684543	NM_000037.4_intron_5_0_chr8_41672913_r	612641	Spherocytosis, type 1, 182900 (3), Autosomal recessive, Autosomal dominant	NA	NA	NA
chr8	41975306	41975494	PE_1_of_1_in_NM_006766.5_intron_9_0_chr8_41974823_r	NMD_in	KAT6A	KAT6A, MYST3, MOZ, ZNF220, ARTHS	chr8	41974822	41977007	NM_006766.5_intron_9_0_chr8_41974823_r	601408	Arboleda-Tham syndrome, 616268 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	2	1
chr8	42156000	42156130	PE_1_of_1_in_NM_006803.4_intron_1_0_chr8_42154961_f	NMD_in	AP3M2	AP3M2, CLA20	chr8	42154960	42157940	NM_006803.4_intron_1_0_chr8_42154961_f	610469	NA	NA	NA	NA
chr8	42999720	43000275	PE_1_of_1_in_NM_032410.4_intron_15_0_chr8_42997638_f	NMD_in	HOOK3	HOOK3, HK3	chr8	42997637	43002106	NM_032410.4_intron_15_0_chr8_42997638_f	607825	NA	NA	NA	NA
chr8	48009262	48009715	PE_1_of_1_in_NM_003350.3_intron_0_0_chr8_48008471_f	NMD_in	UBE2V2	UBE2V2, UEV2, DDVIT1, EDPF1, MMS2	chr8	48008470	48043032	NM_003350.3_intron_0_0_chr8_48008471_f	603001	NA	NA	NA	NA
chr8	51839446	51839637	PE_1_of_1_in_NM_052937.4_intron_2_0_chr8_51833690_r	NMD_in	PCMTD1	NA	chr8	51833689	51845660	NM_052937.4_intron_2_0_chr8_51833690_r	NA	NA	NA	NA	NA
chr8	52184088	52184182	PE_1_of_1_in_NM_001352837.2_intron_17_0_chr8_52180313_r	NMD_in	ST18	ST18, ZNF387, KIAA0535	chr8	52180312	52212078	NM_001352837.2_intron_17_0_chr8_52180313_r	617155	NA	NA	NA	NA
chr8	61653101	61653257	PE_1_of_1_in_NM_004318.4_intron_20_0_chr8_61651125_r	NMD_in	ASPH	ASPH, HAAH, FDLAB	chr8	61651124	61653567	NM_004318.4_intron_20_0_chr8_61651125_r	600582	Traboulsi syndrome, 601552 (3), Autosomal recessive	NA	NA	NA
chr8	63172653	63172798	PE_1_of_1_in_NM_152758.6_intron_1_0_chr8_63169412_f	NMD_in	YTHDF3	YTHDF3	chr8	63169411	63175330	NM_152758.6_intron_1_0_chr8_63169412_f	618669	NA	NA	NA	NA
chr8	65625313	65625372	PE_1_of_1_in_NM_018120.6_intron_4_0_chr8_65622355_r	NMD_in	ARMC1	NA	chr8	65622354	65627215	NM_018120.6_intron_4_0_chr8_65622355_r	NA	NA	NA	NA	NA
chr8	65689566	65689599	PE_1_of_1_in_NM_014637.4_intron_2_0_chr8_65682452_f	NMD_in	MTFR1	MTFR1, CHPPR, KIAA0009	chr8	65682451	65693643	NM_014637.4_intron_2_0_chr8_65682452_f	619414	NA	NA	NA	NA
chr8	68457131	68457162	PE_1_of_1_in_NM_052958.4_intron_2_0_chr8_68446461_f	NMD_in	C8orf34	NA	chr8	68446460	68468691	NM_052958.4_intron_2_0_chr8_68446461_f	NA	NA	NA	NA	NA
chr8	71356034	71356167	PE_1_of_1_in_NM_000503.6_intron_15_0_chr8_71354910_r	NMD_in	EYA1	EYA1, BOR, BOS1, OFC1	chr8	71354909	71356461	NM_000503.6_intron_15_0_chr8_71354910_r	601653	Branchiootic syndrome 1, 602588 (3), Autosomal dominant; Branchiootorenal syndrome 1, with or without cataracts, 113650 (3), Autosomal dominant; Anterior segment anomalies with or without cataract, 602588 (3), Autosomal dominant; ?Otofaciocervical syndrome, 166780 (3), Autosomal dominant	NA	NA	NA
chr8	85476184	85476242	PE_1_of_1_in_NM_000067.3_intron_4_0_chr8_85475861_f	NMD_in	CA2	CA2	chr8	85475860	85477119	NM_000067.3_intron_4_0_chr8_85475861_f	611492	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730 (3), Autosomal recessive	NA	NA	NA
chr8	86542045	86542073	PE_1_of_1_in_NM_003909.5_intron_7_0_chr8_86540335_f	NMD_in	CPNE3	CPNE3, CPN3	chr8	86540334	86544739	NM_003909.5_intron_7_0_chr8_86540335_f	604207	NA	NA	NA	NA
chr8	91979776	91979930	PE_1_of_1_in_NM_001198679.3_intron_2_0_chr8_91975974_r	NMD_in	RUNX1T1	RUNX1T1, CBFA2T1, AML1T1, ETO	chr8	91975973	91986123	NM_001198679.3_intron_2_0_chr8_91975974_r	133435	NA	NA	NA	NA
chr8	91994486	91994622	PE_1_of_1_in_NM_001198679.3_intron_5_0_chr8_91991890_r	NMD_in	RUNX1T1	RUNX1T1, CBFA2T1, AML1T1, ETO	chr8	91991889	92005115	NM_001198679.3_intron_5_0_chr8_91991890_r	133435	NA	NA	NA	NA
chr8	97687924	97688009	PE_1_of_1_in_NM_178812.4_intron_3_0_chr8_97687606_f	NMD_in	MTDH	MTDH, AEG1, LYRIC	chr8	97687605	97689037	NM_178812.4_intron_3_0_chr8_97687606_f	610323	NA	NA	NA	NA
chr8	98554912	98555001	PE_1_of_1_in_NM_006281.4_intron_2_0_chr8_98548162_r	NMD_in	STK3	STK3, MST2, KRS1	chr8	98548161	98579663	NM_006281.4_intron_2_0_chr8_98548162_r	605030	NA	NA	NA	NA
chr8	98732673	98732721	PE_1_of_1_in_NM_006281.4_intron_6_0_chr8_98707312_r	NMD_in	STK3	STK3, MST2, KRS1	chr8	98707311	98749275	NM_006281.4_intron_6_0_chr8_98707312_r	605030	NA	NA	NA	NA
chr8	99636985	99637118	PE_1_of_1_in_NM_152564.5_intron_32_0_chr8_99577634_f	NMD_in	VPS13B	VPS13B, KIAA0532, COH1	chr8	99577633	99641810	NM_152564.5_intron_32_0_chr8_99577634_f	607817	Cohen syndrome, 216550 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic	1	0
chr8	99816974	99817207	PE_1_of_1_in_NM_152564.5_intron_43_0_chr8_99809531_f	NMD_in	VPS13B	VPS13B, KIAA0532, COH1	chr8	99809530	99817539	NM_152564.5_intron_43_0_chr8_99809531_f	607817	Cohen syndrome, 216550 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic	1	0
chr8	102302271	102302481	PE_1_of_1_in_NM_015902.6_intron_36_0_chr8_102300152_r	NMD_in	UBR5	UBR5, EDD1, HYD, KIAA0896	chr8	102300151	102304042	NM_015902.6_intron_36_0_chr8_102300152_r	608413	NA	Rare Single Gene Mutation	2	0
chr8	102655277	102655414	PE_1_of_1_in_NM_005655.4_intron_2_0_chr8_102652398_r	NMD_in	KLF10	KLF10, TIEG	chr8	102652397	102655565	NM_005655.4_intron_2_0_chr8_102652398_r	601878	NA	NA	NA	NA
chr8	103525811	103525991	PE_1_of_1_in_NM_001348484.3_intron_0_0_chr8_103501063_f	NMD_in	RIMS2	RIMS2, KIAA0751, RIM2, OBOE, CRSDS	chr8	103501062	103652204	NM_001348484.3_intron_0_0_chr8_103501063_f	606630	Cone-rod synaptic disorder syndrome, congenital nonprogressive, 618970 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic, Genetic Association	3	1
chr8	104528114	104528404	PE_1_of_1_in_NM_013437.5_intron_4_0_chr8_104509075_r	NMD_in	LRP12	LRP12, MIG13A	chr8	104509074	104531906	NM_013437.5_intron_4_0_chr8_104509075_r	618299	Oculopharyngodistal myopathy 1, 164310 (3), Autosomal dominant	NA	NA	NA
chr8	105579411	105579526	PE_1_of_1_in_NM_012082.4_intron_3_0_chr8_105561482_f	NMD_in	ZFPM2	ZFPM2, FOG2, DIH3, SRXY9	chr8	105561481	105634245	NM_012082.4_intron_3_0_chr8_105561482_f	603693	Diaphragmatic hernia 3, 610187 (3); 46XY sex reversal 9, 616067 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant	NA	NA	NA
chr8	106581030	106581251	PE_1_of_1_in_NM_001198533.2_intron_2_0_chr8_106519140_f	NMD_in	OXR1	OXR1, CHEGDD	chr8	106519139	106679209	NM_001198533.2_intron_2_0_chr8_106519140_f	605609	Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3), Autosomal recessive	NA	NA	NA
chr8	108247464	108247511	PE_1_of_1_in_NM_001568.3_intron_11_0_chr8_108241914_r	NMD_in	EIF3E	EIF3E, EIF3S6, INT6	chr8	108241913	108248612	NM_001568.3_intron_11_0_chr8_108241914_r	602210	NA	NA	NA	NA
chr8	116653419	116653530	PE_1_of_1_in_NM_003756.3_intron_2_0_chr8_116648927_r	NMD_in	EIF3H	EIF3H, EIF3S3	chr8	116648926	116655855	NM_003756.3_intron_2_0_chr8_116648927_r	603912	NA	NA	NA	NA
chr8	116742460	116742481	PE_1_of_1_in_NM_003756.3_intron_6_0_chr8_116726173_r	NMD_in	EIF3H	EIF3H, EIF3S3	chr8	116726172	116755665	NM_003756.3_intron_6_0_chr8_116726173_r	603912	NA	NA	NA	NA
chr8	117522978	117523172	PE_1_of_1_in_NM_080651.4_intron_0_0_chr8_117521054_f	NMD_in	MED30	MED30, TRAP25, THRAP6	chr8	117521053	117528650	NM_080651.4_intron_0_0_chr8_117521054_f	610237	NA	NA	NA	NA
chr8	118942761	118942869	PE_1_of_1_in_NM_002546.4_intron_3_0_chr8_118933301_r	NMD_in	TNFRSF11B	TNFRSF11B, OPG, OCIF, PDB5	chr8	118933300	118951791	NM_002546.4_intron_3_0_chr8_118933301_r	602643	Paget disease of bone 5, juvenile-onset, 239000 (3), Autosomal recessive	NA	NA	NA
chr8	119417058	119417189	PE_1_of_1_in_NM_002514.4_intron_1_0_chr8_119416970_f	NMD_in	CCN3	CCN3, NOV	chr8	119416969	119418057	NM_002514.4_intron_1_0_chr8_119416970_f	164958	NA	NA	NA	NA
chr8	120430752	120430871	PE_1_of_1_in_NM_014078.6_intron_3_0_chr8_120425367_r	NMD_in	MRPL13	MRPL13, RPML13, L13A	chr8	120425366	120432029	NM_014078.6_intron_3_0_chr8_120425367_r	610200	NA	NA	NA	NA
chr8	124526667	124526817	PE_1_of_1_in_NM_032026.4_intron_10_0_chr8_124523003_r	NMD_in	TATDN1	TATDN1	chr8	124523002	124539024	NM_032026.4_intron_10_0_chr8_124523003_r	619364	NA	NA	NA	NA
chr8	124623346	124623421	PE_1_of_1_in_NM_014751.6_intron_10_0_chr8_124591236_r	NMD_in	MTSS1	MTSS1, MIM, KIAA0429	chr8	124591235	124699525	NM_014751.6_intron_10_0_chr8_124591236_r	608486	NA	NA	NA	NA
chr8	125358559	125358677	PE_1_of_1_in_NM_173685.4_intron_6_0_chr8_125357819_f	NMD_in	NSMCE2	NSMCE2, NSE2, MMS21	chr8	125357818	125366767	NM_173685.4_intron_6_0_chr8_125357819_f	617246	Seckel syndrome 10, 617253 (3), Autosomal recessive	NA	NA	NA
chr8	130180513	130180598	PE_1_of_1_in_NM_018482.4_intron_21_0_chr8_130179350_r	NMD_in	ASAP1	ASAP1, DDEF1	chr8	130179349	130180750	NM_018482.4_intron_21_0_chr8_130179350_r	605953	NA	NA	NA	NA
chr8	131938174	131938315	PE_1_of_1_in_NM_015137.6_intron_0_0_chr8_131904323_f	NMD_in	EFR3A	EFR3A, KIAA0143	chr8	131904322	131940498	NM_015137.6_intron_0_0_chr8_131904323_f	611798	NA	Rare Single Gene Mutation	2	0
chr8	132813884	132813903	PE_1_of_1_in_NM_016018.5_intron_8_0_chr8_132811129_f	NMD_in	PHF20L1	NA	chr8	132811128	132814636	NM_016018.5_intron_8_0_chr8_132811129_f	NA	NA	NA	NA	NA
chr8	132825035	132825157	PE_1_of_1_in_NM_016018.5_intron_12_0_chr8_132824061_f	NMD_in	PHF20L1	NA	chr8	132824060	132825263	NM_016018.5_intron_12_0_chr8_132824061_f	NA	NA	NA	NA	NA
chr8	134603069	134603200	PE_1_of_1_in_NM_020863.4_intron_10_0_chr8_134602934_r	NMD_in	ZFAT	ZFAT1, ZNF406, AITD3	chr8	134602933	134608728	NM_020863.4_intron_10_0_chr8_134602934_r	610931	{Autoimmune thyroid disease, susceptibility to, 3}, 608175 (3)	NA	NA	NA
chr8	142519082	142519264	PE_1_of_1_in_NM_001702.3_intron_18_0_chr8_142518242_f	NMD_in	ADGRB1	ADGRB1, BAI1, GDAIF	chr8	142518241	142520822	NM_001702.3_intron_18_0_chr8_142518242_f	602682	NA	NA	NA	NA
chr8	143826759	143826884	PE_1_of_1_in_NM_078480.3_intron_10_0_chr8_143824400_r	NMD_in	PUF60	PUF60, FIR, SIAHBP1, VRJS	chr8	143824399	143829279	NM_078480.3_intron_10_0_chr8_143824400_r	604819	Verheij syndrome, 615583 (3), Autosomal dominant	NA	NA	NA
chr8	143926087	143926120	PE_1_of_1_in_NM_201384.3_intron_1_0_chr8_143925885_r	NMD_in	PLEC	PLEC1, PLEC, PLTN, LGMDR17, EBS5A, EBS5B, EBS5C, EBS5D	chr8	143925884	143926783	NM_201384.3_intron_1_0_chr8_143925885_r	601282	?Epidermolysis bullosa simplex 5D, generalized intermediate, autosomal recessive, 616487 (3), Autosomal recessive; Epidermolysis bullosa simplex 5B, with muscular dystrophy, 226670 (3), Autosomal recessive; Epidermolysis bullosa simplex 5C, with pyloric atresia, 612138 (3), Autosomal recessive; Epidermolysis bullosa simplex 5A, Ogna type, 131950 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 17, 613723 (3), Autosomal recessive	NA	NA	NA
chr9	3932795	3932918	PE_1_of_1_in_NM_001042413.2_intron_5_0_chr9_3932471_r	NMD_in	GLIS3	GLIS3, ZNF515, NDH	chr9	3932470	3937027	NM_001042413.2_intron_5_0_chr9_3932471_r	610192	Diabetes mellitus, neonatal, with congenital hypothyroidism, 610199 (3), Autosomal recessive	NA	NA	NA
chr9	5748585	5748714	PE_1_of_1_in_NM_020829.4_intron_11_0_chr9_5747506_f	NMD_in	RIC1	RIC1, CIP150, KIAA1432, CATIFA	chr9	5747505	5753199	NM_020829.4_intron_11_0_chr9_5747506_f	610354	CATIFA syndrome, 618761 (3), Autosomal recessive	NA	NA	NA
chr9	5933751	5933881	PE_1_of_1_in_NM_001017969.3_intron_2_0_chr9_5929160_r	NMD_in	KIAA2026	NA	chr9	5929159	5944870	NM_001017969.3_intron_2_0_chr9_5929160_r	NA	NA	NA	NA	NA
chr9	16797995	16798084	PE_1_of_1_in_NM_017637.6_intron_5_0_chr9_16738486_r	NMD_in	BNC2	BNC2, LUTO	chr9	16738485	16870645	NM_017637.6_intron_5_0_chr9_16738486_r	608669	Lower urinary tract obstruction, congenital, 618612 (3), Autosomal dominant	NA	NA	NA
chr9	17502172	17502296	PE_1_of_1_in_NM_017738.4_intron_24_0_chr9_17487067_f	NMD_in	CNTLN	CNTLN, C9orf101, C9orf39	chr9	17487066	17502550	NM_017738.4_intron_24_0_chr9_17487067_f	611870	NA	NA	NA	NA
chr9	20353242	20353396	PE_1_of_1_in_NM_004529.4_intron_0_0_chr9_20346575_r	NMD_in	MLLT3	MLLT3, AF9	chr9	20346574	20353524	NM_004529.4_intron_0_0_chr9_20346575_r	159558	NA	NA	NA	NA
chr9	20720139	20720285	PE_1_of_1_in_NM_001375567.1_intron_2_0_chr9_20717869_f	NMD_in	FOCAD	FOCAD, KIAA1797	chr9	20717868	20720379	NM_001375567.1_intron_2_0_chr9_20717869_f	614606	NA	NA	NA	NA
chr9	26965548	26970313	PE_1_of_1_in_NM_025103.4_intron_1_0_chr9_26962088_f	NMD_in	IFT74	IFT74, CCDC2, CMG1, BBS22, JBTS40, SPGF58	chr9	26962087	26978127	NM_025103.4_intron_1_0_chr9_26962088_f	608040	Spermatogenic failure 58, 619585 (3), Autosomal recessive; Joubert syndrome 40, 619582 (3), Autosomal recessive; ?Bardet-Biedl syndrome 22, 617119 (3), Autosomal recessive	NA	NA	NA
chr9	34011627	34011664	PE_1_of_1_in_NM_001370062.2_intron_26_0_chr9_33998865_r	NMD_in	UBAP2	NA	chr9	33998864	34017049	NM_001370062.2_intron_26_0_chr9_33998865_r	NA	NA	NA	NA	NA
chr9	34615281	34615443	PE_1_of_1_in_NM_007234.5_intron_2_0_chr9_34614769_r	NMD_in	DCTN3	DCTN3, DCTN22	chr9	34614768	34616029	NM_007234.5_intron_2_0_chr9_34614769_r	607387	NA	NA	NA	NA
chr9	35364545	35364567	PE_1_of_1_in_NM_001371189.2_intron_10_0_chr9_35313990_f	NMD_in	UNC13B	UNC13B, UNC13, MUNC13	chr9	35313989	35366946	NM_001371189.2_intron_10_0_chr9_35313990_f	605836	NA	NA	NA	NA
chr9	35390066	35390141	PE_1_of_1_in_NM_001371189.2_intron_24_0_chr9_35389974_f	NMD_in	UNC13B	UNC13B, UNC13, MUNC13	chr9	35389973	35390628	NM_001371189.2_intron_24_0_chr9_35389974_f	605836	NA	NA	NA	NA
chr9	35685064	35685139	PE_1_of_1_in_NM_003289.4_intron_3_0_chr9_35684808_r	NMD_in	TPM2	TPM2, TMSB, AMCD1, DA1, DA2B4, NEM4	chr9	35684807	35685268	NM_003289.4_intron_3_0_chr9_35684808_r	190990	Arthrogryposis, distal, type 2B4, 108120 (3), Autosomal dominant; Arthrogryposis, distal, type 1A, 108120 (3), Autosomal dominant; Nemaline myopathy 4, autosomal dominant, 609285 (3), Autosomal dominant; CAP myopathy 2, 609285 (3), Autosomal dominant	NA	NA	NA
