HGNC ID	Approved symbol	Previous symbols	Alias symbols	Chromosome	Accession numbers	Alias names	Previous name
HGNC:45986	RN7SKP262			12p12.1			"RNA, 7SK small nuclear pseudogene 262"
HGNC:45987	RN7SKP263			12q22			"RNA, 7SK small nuclear pseudogene 263"
HGNC:45988	RN7SKP264			9q21.33			"RNA, 7SK small nuclear pseudogene 264"
HGNC:45989	RN7SKP265			3q26.33			"RNA, 7SK small nuclear pseudogene 265"
HGNC:45990	RN7SKP266			7p21.1			"RNA, 7SK small nuclear pseudogene 266"
HGNC:45991	RN7SKP267			Xq28			"RNA, 7SK small nuclear pseudogene 267"
HGNC:45992	RN7SKP268			6q25.1			"RNA, 7SK small nuclear pseudogene 268"
HGNC:45993	RN7SKP269			1p36.22			"RNA, 7SK small nuclear pseudogene 269"
HGNC:45994	RN7SKP270			1p21.3			"RNA, 7SK small nuclear pseudogene 270"
HGNC:45995	RN7SKP271			20q11.22			"RNA, 7SK small nuclear pseudogene 271"
HGNC:45996	RN7SKP272			1p22.2			"RNA, 7SK small nuclear pseudogene 272"
HGNC:45997	RN7SKP273			11q23.1			"RNA, 7SK small nuclear pseudogene 273"
HGNC:45998	RN7SKP274			17q12
HGNC:45999	RN7SKP275			4p16.2			"RNA, 7SK small nuclear pseudogene 275"
HGNC:46000	RN7SKP276			1q42.13			"RNA, 7SK small nuclear pseudogene 276"
HGNC:46001	RN7SKP277			7q31.32			"RNA, 7SK small nuclear pseudogene 277"
HGNC:46002	RN7SKP278			10q25.1			"RNA, 7SK small nuclear pseudogene 278"
HGNC:46003	RN7SKP279			11q24.2			"RNA, 7SK small nuclear pseudogene 279"
HGNC:46004	RN7SKP280			7q36.2			"RNA, 7SK small nuclear pseudogene 280"
HGNC:46005	RN7SKP281			2q24.1			"RNA, 7SK small nuclear pseudogene 281"
HGNC:46006	RN7SKP282			Yp11.2			"RNA, 7SK small nuclear pseudogene 282"
HGNC:46007	RN7SKP283			2q36.3			"RNA, 7SK small nuclear pseudogene 283"
HGNC:46008	RN7SKP284			3p12.1			"RNA, 7SK small nuclear pseudogene 284"
HGNC:46009	RN7SKP285			1p21.1			"RNA, 7SK small nuclear pseudogene 285"
HGNC:46010	RN7SKP286			2q22.1			"RNA, 7SK small nuclear pseudogene 286"
HGNC:46011	RN7SKP287			11p12			"RNA, 7SK small nuclear pseudogene 287"
HGNC:46012	RN7SKP288			10q25.2			"RNA, 7SK small nuclear pseudogene 288"
HGNC:46013	RN7SKP289			12q13.13			"RNA, 7SK small nuclear pseudogene 289"
HGNC:46014	RN7SKP290			Xp22.2			"RNA, 7SK small nuclear pseudogene 290"
HGNC:46015	RN7SKP291			1p32.3			"RNA, 7SK small nuclear pseudogene 291"
HGNC:46016	RN7SKP292			4p16.1			"RNA, 7SK small nuclear pseudogene 292"
HGNC:46017	RN7SKP293			6p24.1			"RNA, 7SK small nuclear pseudogene 293"
HGNC:46018	RN7SKP294			8q11.21			"RNA, 7SK small nuclear pseudogene 294"
HGNC:46019	RN7SKP295			5q14.3			"RNA, 7SK small nuclear pseudogene 295"
HGNC:46020	RN7SKP296			3q28			"RNA, 7SK small nuclear pseudogene 296"
HGNC:46021	RN7SKP297			11q13.4			"RNA, 7SK small nuclear pseudogene 297"
HGNC:46022	RN7SKP298			3q26.1			"RNA, 7SK small nuclear pseudogene 298"
HGNC:46023	RN7SKP299			6q23.3			"RNA, 7SK small nuclear pseudogene 299"
HGNC:10038	RN7SL1	RN7SL	7SL, 7L1a, RNSRP1	14q21.3	X04248	"SRP RNA 1"	"RNA, 7SL, cytoplasmic", "RNA, 7SL, cytoplasmic 1"
HGNC:23134	RN7SL2		7SL1c, 7L30.1, RNSRP2	14q21.3	X04249	"SRP RNA 2"	"RNA, 7SL, cytoplasmic 2"
HGNC:23135	RN7SL3	RN7SL631P	7L30.2, RNSRP3	14q21.3	X04251	"SRP RNA 3"	"RNA, 7SL, cytoplasmic 631, pseudogene", "RNA, 7SL, cytoplasmic 3"
HGNC:10039	RN7SL4P	RN7SLP1, RN7SL427P	7L28	3p24.3	X04250		"RNA, 7SL, cytoplasmic, pseudogene 1", "RNA, 7SL, cytoplasmic 427, pseudogene"
HGNC:10040	RN7SL5P	RN7SLP2, RN7SL249P	7LEM1	9p23	X04252		"RNA, 7SL, cytoplasmic, pseudogene 2", "RNA, 7SL, cytoplasmic 249, pseudogene"
HGNC:10041	RN7SL6P	RN7SLP3, RN7SL848P	7L7	22q11.23	X04253		"RNA, 7SL, cytoplasmic, pseudogene 3", "RNA, 7SL, cytoplasmic 848, pseudogene"
HGNC:10042	RN7SL7P	RN7SLP4, RN7SL27P	7L23	7q21.2	X04254		"RNA, 7SL, cytoplasmic, pseudogene 4", "RNA, 7SL, cytoplasmic 27, pseudogene"
HGNC:10043	RN7SL8P	RN7SLP5, RN7SL433P	7L63	7q22.3	X04255		"RNA, 7SL, cytoplasmic, pseudogene 5", "RNA, 7SL, cytoplasmic 433, pseudogene"
HGNC:46025	RN7SL9P			5q13.2
HGNC:46026	RN7SL10P			12q12
HGNC:46027	RN7SL11P			6q15
HGNC:46028	RN7SL12P			11q13.2
HGNC:46029	RN7SL13P			7q21.3
HGNC:46030	RN7SL14P			20p11.23
HGNC:46031	RN7SL15P			Xp11.4
HGNC:46032	RN7SL16P			4p15.2
HGNC:46033	RN7SL17P			17p11.2
HGNC:46034	RN7SL18P			2p15
HGNC:46035	RN7SL19P			8q13.3
HGNC:46036	RN7SL20P			22q12.2
HGNC:46037	RN7SL21P			10q24.32
HGNC:46038	RN7SL22P			9p13.3
HGNC:46039	RN7SL23P			11q12.2
HGNC:46040	RN7SL24P			1p36.11
HGNC:46041	RN7SL25P			9p24.1
HGNC:46042	RN7SL26P			6p21.31
HGNC:46043	RN7SL27P			7q21.2
HGNC:46044	RN7SL28P			4q35.1
HGNC:46045	RN7SL29P			Xq25
HGNC:46046	RN7SL30P			9q33.3
HGNC:46047	RN7SL31P			20q13.12
HGNC:46048	RN7SL32P			2q37.1
HGNC:46049	RN7SL33P			17p13.3
HGNC:46050	RN7SL34P			19q13.2
HGNC:46051	RN7SL35P			7q21.11
HGNC:46052	RN7SL36P			3q29
HGNC:46053	RN7SL37P			5p13.2
HGNC:46054	RN7SL38P			12p12.1
HGNC:46055	RN7SL39P			18p11.31
HGNC:46056	RN7SL40P			2q33.1
HGNC:46057	RN7SL41P			8q21.13
HGNC:46058	RN7SL42P			11q12.1
HGNC:46059	RN7SL43P			7q11.21
HGNC:46060	RN7SL44P			1q21.3
HGNC:46061	RN7SL45P			17q11.2
HGNC:46062	RN7SL46P			12p13.1
HGNC:46063	RN7SL47P			6q21
HGNC:46064	RN7SL48P			Xp22.13
HGNC:46065	RN7SL49P			13q14.12
HGNC:46066	RN7SL50P			18p11.23
HGNC:46067	RN7SL51P			2p15
HGNC:46068	RN7SL52P			21p11.2
HGNC:46069	RN7SL53P			19q13.31
HGNC:46070	RN7SL54P			16q12.1
HGNC:46071	RN7SL55P			4q25
HGNC:46072	RN7SL56P			11p15.4
HGNC:46073	RN7SL57P			9q32
HGNC:46074	RN7SL58P			5p14.3
HGNC:46075	RN7SL59P			11q13.2
HGNC:46076	RN7SL60P			13q32.3
HGNC:46077	RN7SL61P			15q25.2
HGNC:46078	RN7SL62P			1p32.3
HGNC:46079	RN7SL63P			10p11.23
HGNC:46080	RN7SL64P			7p11.2
HGNC:46081	RN7SL65P			2q31.1
HGNC:46082	RN7SL66P			2p25.1
HGNC:46083	RN7SL67P			12p12.3
HGNC:46084	RN7SL68P			5q31.3
HGNC:46085	RN7SL69P			12p13.31
HGNC:46086	RN7SL70P			19p13.11
HGNC:46087	RN7SL71P			5q35.3
HGNC:46088	RN7SL72P			7q36.1
HGNC:46089	RN7SL73P			21q22.12
HGNC:46090	RN7SL74P			Xq21.33
HGNC:46091	RN7SL75P			9q31.1
HGNC:46092	RN7SL76P			7q36.1
HGNC:46093	RN7SL77P			14q24.2
HGNC:46094	RN7SL78P			10q23.31
HGNC:46095	RN7SL79P			17q11.2
HGNC:46096	RN7SL80P			13q12.11
HGNC:46097	RN7SL81P			7q32.1
HGNC:46098	RN7SL82P			15q13.2
HGNC:46099	RN7SL83P			7p14.1
HGNC:46100	RN7SL84P			19p13.3
HGNC:46101	RN7SL85P			1p36.13
HGNC:46102	RN7SL86P			11q23.3
HGNC:46103	RN7SL87P			5q31.3
HGNC:46104	RN7SL88P			12q23.1
HGNC:46105	RN7SL89P			4q24
HGNC:46106	RN7SL90P			16p13.11
HGNC:46107	RN7SL91P			Xp21.3
HGNC:46108	RN7SL92P			3p12.3
HGNC:46109	RN7SL93P			Xq23
HGNC:46110	RN7SL94P			19p13.2
HGNC:46111	RN7SL95P			2q24.3
HGNC:46112	RN7SL96P			2p22.1
HGNC:46113	RN7SL97P			18q11.2
HGNC:46114	RN7SL98P			9p22.3
HGNC:46115	RN7SL99P			16p13.2
HGNC:46116	RN7SL100P			9p21.2
HGNC:46117	RN7SL101P			4p15.1
HGNC:46118	RN7SL102P			17q12
HGNC:46119	RN7SL103P			5q13.2
HGNC:46120	RN7SL104P			2p24.3
HGNC:46121	RN7SL105P			17p13.3
HGNC:46122	RN7SL106P			15q11.2
HGNC:46123	RN7SL107P			8q21.13
HGNC:46124	RN7SL108P			14q24.1
HGNC:46125	RN7SL109P			21q22.11
HGNC:46126	RN7SL110P			3p25.1
HGNC:46127	RN7SL111P			2q14.1
HGNC:46128	RN7SL112P			18q21.32
HGNC:46129	RN7SL113P			2p11.2
HGNC:46130	RN7SL114P			11q13.1
HGNC:46131	RN7SL115P			19p13.2
HGNC:46132	RN7SL116P			20q11.23
HGNC:46133	RN7SL117P			2p24.1
HGNC:46134	RN7SL118P			Xq24
HGNC:46135	RN7SL119P			11q12.3
HGNC:46136	RN7SL120P			3p26.3
HGNC:46137	RN7SL121P			19p13.3
HGNC:46138	RN7SL122P			1p35.1
HGNC:46139	RN7SL123P			9p24.1
HGNC:46140	RN7SL124P			2q23.3
HGNC:46141	RN7SL125P			17q21.32
HGNC:46142	RN7SL126P			2p11.2
HGNC:46143	RN7SL127P			4q21.21
HGNC:46144	RN7SL128P			6p22.3
HGNC:46145	RN7SL129P			17p13.1
HGNC:46146	RN7SL130P			1p31.3
HGNC:46147	RN7SL131P			1p34.3
HGNC:46148	RN7SL132P			7p14.3
HGNC:46149	RN7SL133P			12q24.31
HGNC:46150	RN7SL134P			16q23.3
HGNC:46151	RN7SL135P			8q12.3
HGNC:46152	RN7SL136P			1p34.3
HGNC:46153	RN7SL137P			14q24.3
HGNC:46154	RN7SL138P			17q11.2
HGNC:46155	RN7SL139P			Xp11.23
HGNC:46156	RN7SL140P			2p24.1
HGNC:46157	RN7SL141P			3q26.31
HGNC:46158	RN7SL142P			7q36.3
HGNC:46159	RN7SL143P			16q21
HGNC:46160	RN7SL144P			Xp11.4
HGNC:46161	RN7SL145P			3p21.31
HGNC:46162	RN7SL146P			19p13.11
HGNC:46163	RN7SL147P			3p25.2
HGNC:46164	RN7SL148P			1q44
HGNC:46165	RN7SL149P			8p11.21
HGNC:46166	RN7SL150P			19q13.11
HGNC:46167	RN7SL151P			9p21.3
HGNC:46168	RN7SL152P			4q31.1
HGNC:46169	RN7SL153P			5q13.2
HGNC:46170	RN7SL154P			19q13.11
HGNC:46171	RN7SL155P			19p13.11
HGNC:46172	RN7SL156P			20q11.23
HGNC:46173	RN7SL157P			9p22.3
HGNC:46174	RN7SL158P			9p22.1
HGNC:46175	RN7SL159P			9q34.11
HGNC:46176	RN7SL160P			2p13.3
HGNC:46177	RN7SL161P			7q22.1
HGNC:46178	RN7SL162P			22q12.1
HGNC:46179	RN7SL163P			21q21.1
HGNC:46180	RN7SL164P			13q32.1
HGNC:46181	RN7SL165P			1p36.11
HGNC:46182	RN7SL166P			13q12.11
HGNC:46183	RN7SL167P			11q25
HGNC:46184	RN7SL168P			22q11.21
HGNC:46185	RN7SL169P			5q12.3
HGNC:46186	RN7SL170P			20q13.31
HGNC:46187	RN7SL171P			17p13.2
HGNC:46188	RN7SL172P			3q13.33
HGNC:46189	RN7SL173P			6q25.3
HGNC:46190	RN7SL174P			5q23.1
HGNC:46191	RN7SL175P			6p21.33
HGNC:46192	RN7SL176P			12q23.1
HGNC:46193	RN7SL177P			5q33.2
HGNC:46194	RN7SL178P			8p23.1
HGNC:46195	RN7SL179P			12q23.1
HGNC:46196	RN7SL180P			1p31.3
HGNC:46197	RN7SL181P			9q33.2
HGNC:46198	RN7SL182P			3p21.31
HGNC:46199	RN7SL183P			6q15
HGNC:46200	RN7SL184P			4q26
HGNC:46201	RN7SL185P			15q13.3
HGNC:46202	RN7SL186P			1p36.12
HGNC:46203	RN7SL187P			9q33.2
HGNC:46204	RN7SL188P			11p15.1
HGNC:46205	RN7SL189P			14q11.2
HGNC:46206	RN7SL190P			Xq28
HGNC:46207	RN7SL191P			Xq26.1
HGNC:46208	RN7SL192P			19p13.2
HGNC:46209	RN7SL193P			4p13
HGNC:46210	RN7SL194P			20q12
HGNC:46211	RN7SL195P			11q21
HGNC:46212	RN7SL196P			15q13.2
HGNC:46213	RN7SL197P			20q13.13
HGNC:46214	RN7SL198P			10p13
HGNC:46215	RN7SL199P			17q21.31
HGNC:46216	RN7SL200P			6p21.31
HGNC:46217	RN7SL201P			2p12
HGNC:46218	RN7SL202P			19p13.3
HGNC:46219	RN7SL203P			8q13.3
HGNC:46220	RN7SL204P			2q37.2
HGNC:46221	RN7SL205P			4q28.3
HGNC:46222	RN7SL206P			2q14.3
HGNC:46223	RN7SL207P			7q35
HGNC:46224	RN7SL208P			5q13.3
HGNC:46225	RN7SL209P			15q26.3
HGNC:46226	RN7SL210P			2q11.1
HGNC:46227	RN7SL211P			2p14
HGNC:46228	RN7SL212P			7q11.23
HGNC:46229	RN7SL213P			14q24.1
HGNC:46230	RN7SL214P			15q24.3
HGNC:46231	RN7SL215P			3q29
HGNC:46232	RN7SL216P			3p24.2
HGNC:46233	RN7SL217P			3p21.31
HGNC:46234	RN7SL218P			4q13.3
HGNC:46235	RN7SL219P			16p13.3
HGNC:46236	RN7SL220P			10q21.3
HGNC:46237	RN7SL221P			6p25.1
HGNC:46238	RN7SL222P			11q22.1
HGNC:46239	RN7SL223P			11q21
HGNC:46240	RN7SL224P			14q24.1
HGNC:46241	RN7SL225P			11q14.2
HGNC:46242	RN7SL226P			19p13.3
HGNC:46243	RN7SL227P			9q33.2
HGNC:46244	RN7SL228P			8q24.11
HGNC:46245	RN7SL229P			3q26.33
HGNC:46246	RN7SL230P			1q25.2
HGNC:46247	RN7SL231P			19p13.12
HGNC:46248	RN7SL232P			10p13
HGNC:46249	RN7SL233P			18q11.2
HGNC:46250	RN7SL234P			6q25.1
HGNC:46251	RN7SL235P			1p22.1
HGNC:46252	RN7SL236P			17q25.3
HGNC:46253	RN7SL237P			20q11.23
HGNC:46254	RN7SL238P			15q13.1
HGNC:46255	RN7SL239P			11q13.4
HGNC:46256	RN7SL240P			11p14.1
HGNC:46257	RN7SL241P			10p11.23
HGNC:46258	RN7SL242P			1p31.1
HGNC:46259	RN7SL243P			20q13.12
HGNC:46260	RN7SL244P			6p12.1
HGNC:46261	RN7SL245P			16p12.2
HGNC:46262	RN7SL246P			12q12
HGNC:46263	RN7SL247P			18q11.2
HGNC:46264	RN7SL248P	RN7SL527P		10q11.22			"RNA, 7SL, cytoplasmic 527, pseudogene"
HGNC:46265	RN7SL249P			9p23
HGNC:46266	RN7SL250P			8q11.23
HGNC:46267	RN7SL251P			2p11.2
HGNC:46268	RN7SL252P			7q21.3
HGNC:46269	RN7SL253P			4q34.1
HGNC:46270	RN7SL254P			4q31.23
HGNC:46271	RN7SL255P			5q21.2
HGNC:46272	RN7SL256P			15q25.2
HGNC:46273	RN7SL257P			HSCHR6_MHC_COXp22.1
HGNC:46274	RN7SL258P			17q21.31
HGNC:46275	RN7SL259P			11q12.3
HGNC:46276	RN7SL260P			8q24.3
HGNC:46277	RN7SL261P			1q21.2
HGNC:46278	RN7SL262P			Xp11.23
HGNC:46279	RN7SL263P			22q11.23
HGNC:46280	RN7SL264P			Xq13.1
HGNC:46281	RN7SL265P			7q11.23
HGNC:46282	RN7SL266P			Xq23
HGNC:46283	RN7SL267P			2q32.1
HGNC:46284	RN7SL268P			22q11.23
HGNC:46285	RN7SL269P			1q24.2
HGNC:46286	RN7SL270P			17q21.32
HGNC:46287	RN7SL271P			3p13
HGNC:46288	RN7SL272P			13q12.2
HGNC:46289	RN7SL273P			6p21.2
HGNC:46290	RN7SL274P	RN7SL694P		16p13.12			"RNA, 7SL, cytoplasmic 694, pseudogene"
HGNC:46291	RN7SL275P			4q25
HGNC:46292	RN7SL276P			1q41
HGNC:46293	RN7SL277P			1p36.13
HGNC:46294	RN7SL278P			15q24.3
HGNC:46295	RN7SL279P			16q22.1
HGNC:46296	RN7SL280P			22q11.21
HGNC:46297	RN7SL281P			1p34.3
HGNC:46298	RN7SL282P			18p11.31
HGNC:46299	RN7SL283P			2q22.1
HGNC:46300	RN7SL284P			10q22.3
HGNC:46301	RN7SL285P			6p21.2
HGNC:46302	RN7SL286P			15q13.3
HGNC:46303	RN7SL287P			19q13.12
HGNC:46304	RN7SL288P			13q14.13
HGNC:46305	RN7SL289P			13q12.13
HGNC:46306	RN7SL290P			1p32.3
HGNC:46307	RN7SL291P			Xp11.3
HGNC:46308	RN7SL292P			7p12.1
HGNC:46309	RN7SL293P			8p23.1
HGNC:46310	RN7SL294P			3p12.3
HGNC:46311	RN7SL295P			5q33.3
HGNC:46312	RN7SL296P			3p22.3
HGNC:46313	RN7SL297P			2q13
HGNC:46314	RN7SL298P			19p13.2
HGNC:46315	RN7SL299P			1q42.2
HGNC:46316	RN7SL300P			3q25.2
HGNC:46317	RN7SL301P			17q12
HGNC:46318	RN7SL302P			9q33.3
HGNC:46319	RN7SL303P			8p21.3
HGNC:46320	RN7SL304P			1p36.13
HGNC:46321	RN7SL305P			22q12.3
HGNC:46322	RN7SL306P			7q32.1
HGNC:46323	RN7SL307P			15q21.1
HGNC:46324	RN7SL308P			8q21.13
HGNC:46325	RN7SL309P			11q13.1
HGNC:46326	RN7SL310P			18q21.1
HGNC:46327	RN7SL311P			4q31.1
HGNC:46328	RN7SL312P			12q13.3
HGNC:46329	RN7SL313P			2q11.2
HGNC:46330	RN7SL314P			10p11.21
HGNC:46331	RN7SL315P			4p15.32
HGNC:46332	RN7SL316P			17q11.2
HGNC:46333	RN7SL317P			19q13.42
HGNC:46334	RN7SL318P			8p23.2
HGNC:46335	RN7SL319P			15q24.2
HGNC:46336	RN7SL320P			13q14.3
HGNC:46337	RN7SL321P			3p21.31
HGNC:46338	RN7SL322P			19q13.33
HGNC:46339	RN7SL323P			8q12.1
HGNC:46340	RN7SL324P			19q13.33
HGNC:46341	RN7SL325P			Xq26.3
HGNC:46342	RN7SL326P			1p34.2
HGNC:46343	RN7SL327P			15q24.2
HGNC:46344	RN7SL328P			9q34.13
HGNC:46345	RN7SL329P			8q24.13
HGNC:46346	RN7SL330P			12q22
HGNC:46347	RN7SL331P			15q25.2
HGNC:46348	RN7SL332P			6p23
HGNC:46349	RN7SL333P			1q24.2
HGNC:46350	RN7SL334P			6p22.3
HGNC:46351	RN7SL335P			4q27
HGNC:46352	RN7SL336P			6q15
HGNC:46353	RN7SL337P			19p13.12
HGNC:46354	RN7SL338P			9p13.3
HGNC:46355	RN7SL339P			5q35.1
HGNC:46356	RN7SL340P			19q12
HGNC:46357	RN7SL341P			2p14
HGNC:46358	RN7SL342P			18q21.32
HGNC:46359	RN7SL343P			9p11.2
HGNC:46360	RN7SL344P			1q32.3
HGNC:46361	RN7SL345P			19q13.33
HGNC:46362	RN7SL346P			15q26.1
HGNC:46363	RN7SL347P			15q15.3
HGNC:46364	RN7SL348P			15q22.31
HGNC:46365	RN7SL349P			22q12.3
HGNC:46366	RN7SL350P			8q22.2
HGNC:46367	RN7SL351P			11q24.2
HGNC:46368	RN7SL352P			6p25.3
HGNC:46369	RN7SL353P	RN7SL579P		6p21.33			"RNA, 7SL, cytoplasmic 579, pseudogene"
HGNC:46370	RN7SL354P			15q21.2
HGNC:46371	RN7SL355P			Xp22.33
HGNC:46372	RN7SL356P			14q24.3
HGNC:46373	RN7SL357P			4q12
HGNC:46374	RN7SL358P			4p16.3
HGNC:46375	RN7SL359P			2q37.1
HGNC:46376	RN7SL360P			2q11.2
HGNC:46377	RN7SL361P			2p16.1
HGNC:46378	RN7SL362P			18p11.21
HGNC:46379	RN7SL363P			15q26.1
HGNC:46380	RN7SL364P			19q13.32
HGNC:46381	RN7SL365P			7p15.2
HGNC:46382	RN7SL366P			6q26
HGNC:46383	RN7SL367P			16p13.3
HGNC:46384	RN7SL368P			19q13.31
HGNC:46385	RN7SL369P			14q24.1
HGNC:46386	RN7SL370P			1p31.1
HGNC:46387	RN7SL371P			7q11.22
HGNC:46388	RN7SL372P			1q21.3
HGNC:46389	RN7SL373P			10q22.1
HGNC:46390	RN7SL374P			1q25.2
HGNC:46391	RN7SL375P			13q21.2
HGNC:46392	RN7SL376P			15q15.1
HGNC:46393	RN7SL377P			7q11.23
HGNC:46394	RN7SL378P			5q14.1
HGNC:46395	RN7SL379P			Xq21.33
HGNC:46396	RN7SL380P			12p13.31
HGNC:46397	RN7SL381P			16q24.1
HGNC:46398	RN7SL382P			4q31.1
HGNC:46399	RN7SL383P			5p12
HGNC:46400	RN7SL384P			10q25.3
HGNC:46401	RN7SL385P			22q13.1
HGNC:46402	RN7SL386P			1p36.12
HGNC:46403	RN7SL387P			12q24.11
HGNC:46404	RN7SL388P			Xq13.1
HGNC:46405	RN7SL389P			22q11.21
HGNC:46406	RN7SL390P			12q13.13
HGNC:46407	RN7SL391P			12p13.31
HGNC:46408	RN7SL392P			1p31.3
HGNC:46409	RN7SL393P			2q24.1
HGNC:46410	RN7SL394P			10q21.3
HGNC:46411	RN7SL395P			8q24.3
HGNC:46412	RN7SL396P			8q24.12
HGNC:46413	RN7SL397P			3q13.33
HGNC:46414	RN7SL398P			10p11.22
HGNC:46415	RN7SL399P			17q21.2
HGNC:46416	RN7SL400P			15q11.2
HGNC:46417	RN7SL401P			18q22.3
HGNC:46418	RN7SL402P			19q13.12
HGNC:46419	RN7SL403P			6p21.1
HGNC:46420	RN7SL404P			17q24.1
HGNC:46421	RN7SL405P			17q21.31
HGNC:46422	RN7SL406P			Xp11.4
HGNC:46423	RN7SL407P			16q22.1
HGNC:46424	RN7SL408P			6q23.2
HGNC:46425	RN7SL409P			17q24.1
HGNC:46426	RN7SL410P			15q25.2
HGNC:46427	RN7SL411P			3p22.1
HGNC:46428	RN7SL412P			9p24.3
HGNC:46429	RN7SL413P			13q14.3
HGNC:46430	RN7SL414P			2p21
HGNC:46431	RN7SL415P			6q15
HGNC:46432	RN7SL416P			7q22.1
HGNC:46433	RN7SL417P			15q25.2
HGNC:46434	RN7SL418P			3p13
HGNC:46435	RN7SL419P			4q31.3
HGNC:46436	RN7SL420P			1p13.1
HGNC:46437	RN7SL421P			1p36.12
HGNC:46438	RN7SL422P			9p13.1
HGNC:46439	RN7SL423P			2q24.2
HGNC:46440	RN7SL424P			4q12
HGNC:46441	RN7SL425P			1q24.3
HGNC:46442	RN7SL426P			17p11.2
HGNC:46443	RN7SL427P			3p25.1
HGNC:46444	RN7SL428P			15q25.3
HGNC:46445	RN7SL429P			15q24.1
HGNC:46446	RN7SL430P			9q32
HGNC:46447	RN7SL431P			1q21.3
HGNC:46448	RN7SL432P			1p13.2
HGNC:46449	RN7SL433P			7q22.3
HGNC:46450	RN7SL434P			3q29
HGNC:46451	RN7SL435P			11q12.1
HGNC:46452	RN7SL436P			Xp22.11
HGNC:46453	RN7SL437P			17q22
HGNC:46454	RN7SL438P			15q23
HGNC:46455	RN7SL439P			5q33.2
HGNC:46456	RN7SL440P			1p22.1
HGNC:46457	RN7SL441P			12q24.11
HGNC:46458	RN7SL442P			17p11.2
HGNC:46459	RN7SL443P			20q13.12
HGNC:46460	RN7SL444P			1q21.3
HGNC:46461	RN7SL445P			10p15.1
HGNC:46462	RN7SL446P			4q31.3
HGNC:46463	RN7SL447P			3q29
HGNC:46464	RN7SL448P			17q23.2
HGNC:46465	RN7SL449P			17q22
HGNC:46466	RN7SL450P			10q25.1
HGNC:46467	RN7SL451P			1p36.23
HGNC:46468	RN7SL452P			14q22.1
HGNC:46469	RN7SL453P			10q11.22
HGNC:46470	RN7SL454P			17q25.3
HGNC:46471	RN7SL455P			2q24.3
HGNC:46472	RN7SL456P			7q35
HGNC:46473	RN7SL457P			8p12
HGNC:46474	RN7SL458P			17q12
HGNC:46475	RN7SL459P			12p12.3
HGNC:46476	RN7SL460P			Xq21.1
HGNC:46477	RN7SL461P			14q22.3
HGNC:46478	RN7SL462P			9p13.1
HGNC:46479	RN7SL463P			9p13.2
HGNC:46480	RN7SL464P			1q41
HGNC:46481	RN7SL465P			6p21.2
HGNC:46482	RN7SL466P			1q23.3
HGNC:46483	RN7SL467P			1q42.2
HGNC:46484	RN7SL468P			2q14.2
HGNC:46485	RN7SL469P			15q13.2
HGNC:46486	RN7SL470P			2p13.3
HGNC:46487	RN7SL471P	RN7SL257P		6p22.1			"RNA, 7SL, cytoplasmic 257, pseudogene"
HGNC:46488	RN7SL472P			14q32.31
HGNC:46489	RN7SL473P			1q21.3
HGNC:46490	RN7SL474P			8p22
HGNC:46491	RN7SL475P			1p32.1
HGNC:46492	RN7SL476P			5q13.2
HGNC:46493	RN7SL477P			19p13.3
HGNC:46494	RN7SL478P			7q21.3
HGNC:46495	RN7SL479P			1p34.1
HGNC:46496	RN7SL480P			1q21.2
HGNC:46497	RN7SL481P			7q34
HGNC:46498	RN7SL482P			3p14.1
HGNC:46499	RN7SL483P			12q22
HGNC:46500	RN7SL484P			15q26.3
HGNC:46501	RN7SL485P			15q24.1
HGNC:46502	RN7SL486P			3q28
HGNC:46503	RN7SL487P			15q15.3
HGNC:46504	RN7SL488P			1p31.3
HGNC:46505	RN7SL489P			15q24.2
HGNC:46506	RN7SL490P			1p36.11
HGNC:46507	RN7SL491P			19q13.12
HGNC:46508	RN7SL492P			4q12
HGNC:46509	RN7SL493P			16p13.2
HGNC:46510	RN7SL494P			15q21.2
HGNC:46511	RN7SL495P			15q11.2
HGNC:46512	RN7SL496P			7p14.1
HGNC:46513	RN7SL497P			15q15.1
HGNC:46514	RN7SL498P			20p12.3
HGNC:46515	RN7SL499P			2q37.1
HGNC:46516	RN7SL500P			22q13.33
HGNC:46517	RN7SL501P			1p36.11
HGNC:46518	RN7SL502P			6p21.31
HGNC:46519	RN7SL503P			1p34.3
HGNC:46520	RN7SL504P			3p21.2
HGNC:46521	RN7SL505P			7p14.3
HGNC:46522	RN7SL506P			14q32.11
HGNC:46523	RN7SL507P			17q21.31
HGNC:46524	RN7SL508P			12q24.23
HGNC:46525	RN7SL509P			6q16.1
HGNC:46526	RN7SL510P			15q24.2
HGNC:46527	RN7SL511P			20q11.21
HGNC:46528	RN7SL512P			1q32.3
HGNC:46529	RN7SL513P			19p13.11
HGNC:46530	RN7SL514P			20p13
HGNC:46531	RN7SL515P			13q14.11
HGNC:46532	RN7SL516P			2p23.2
HGNC:46533	RN7SL517P			3p22.1
HGNC:46534	RN7SL518P			10q22.3
HGNC:46535	RN7SL519P			12q13.12
HGNC:46536	RN7SL520P			16q23.1
HGNC:46537	RN7SL521P			7q36.1
HGNC:46538	RN7SL522P			16p13.13
HGNC:46539	RN7SL523P			14q32.2
HGNC:46540	RN7SL524P			10q24.33
HGNC:46541	RN7SL525P			19q13.43
HGNC:46542	RN7SL526P			19q13.43
HGNC:46543	RN7SL527P			10q11.22
HGNC:46544	RN7SL528P			19p13.3
